Feature,Area (um^2),Roundness,CentroidX (um),CentroidY (um),First Moment of Area (um^3),Eccentricity,Equivalent Diameter (um),Nearest Neighbor Distance (um),Average Neighbor Distance (um),,,avg,st dev
891,24.021776,0.897989,4030.929457,6147.301813,45.343802,0.654107,5.530414,115.033447,160.898023,,,,
2437,24.021776,0.897989,9385.366097,5179.647772,45.967195,0.69176,5.530414,65.792838,172.029104,,,,
368,29.078992,0.897773,2051.596968,4137.525209,61.409991,0.655214,6.084778,75.947497,160.740148,,,,
2924,62.372332,0.897383,10834.57734,6533.128202,191.911669,0.629787,8.911505,63.055266,146.254942,,,,
2426,49.307857,0.897351,9331.995791,5054.066048,136.844232,0.656089,7.923428,114.882539,154.569071,,,,
2299,246.960718,0.896664,8758.316698,7512.663245,1468.211463,0.419979,17.73246,112.272906,257.63555,,,,
1035,85.129804,0.896511,4450.768439,7907.995811,300.863789,0.568542,10.411082,202.582232,352.223699,,,,
1802,221.253203,0.896341,7018.607715,5698.990471,1249.89083,0.576836,16.784169,96.959686,135.495809,,,,
1894,34.557643,0.89617,7384.438334,5340.558438,77.008093,0.473232,6.633261,137.740789,198.824745,,,,
2826,34.557643,0.89617,10469.12794,3819.220942,77.381255,0.554185,6.633261,108.494212,193.703345,,,,
3803,978.149875,0.896004,14543.53087,3618.951385,11567.12625,0.525473,35.290496,97.178984,197.147104,,,,
3500,188.381299,0.895954,13217.76373,6925.28232,988.812321,0.609578,15.487237,28.476173,189.543611,,,,
1711,26.550384,0.895623,6705.988182,5999.278469,52.638105,0.562382,5.814207,9.388954,147.954078,,,,
61,105.358668,0.895426,902.245944,4620.650309,410.252988,0.530023,11.582177,146.367859,288.342471,,,,
50,23.600342,0.895064,851.07498,5760.26688,45.225797,0.490681,5.481687,107.938029,181.47625,,,,
3656,47.200683,0.895064,13863.30266,6795.100374,123.907086,0.5231,7.752276,90.881499,193.255399,,,,
1666,25.707515,0.894817,6602.67143,4102.668608,51.207928,0.683615,5.721173,29.10587,135.874724,,,,
2500,25.707515,0.894817,9616.931235,6439.109997,50.273413,0.63734,5.721173,10.737524,33.567969,,,,
286,60.686593,0.894785,1718.749132,4335.052729,180.776504,0.661357,8.790254,39.956974,105.982306,,,,
701,29.921862,0.894427,3245.141099,4988.143683,65.19171,0.559983,6.172333,18.571554,184.923425,,,,
497,48.886422,0.893507,2440.127711,4493.870201,129.717982,0.478393,7.889495,73.295419,201.331351,,,,
3408,1100.36593,0.893089,12888.55393,4743.926734,13785.7026,0.34737,37.430327,77.82322,190.708898,,,,
3366,152.559351,0.892988,12672.71451,6537.619196,720.189318,0.632621,13.937166,56.49195,214.429127,,,,
1020,943.592232,0.892735,4431.258319,7145.084128,11019.15609,0.60225,34.661491,36.968014,67.838855,,,,
3043,961.292488,0.892135,11383.82809,4097.508042,11342.97513,0.609221,34.985077,109.111487,255.582174,,,,
177,21.071734,0.892062,1413.73227,3233.877186,36.945089,0.590009,5.179707,87.138549,423.917733,,,,
984,290.789924,0.891658,4288.713586,5547.149957,1870.832838,0.399247,19.241757,47.454483,99.000351,,,,
280,45.514945,0.891546,1707.649957,1367.064883,117.849086,0.660348,7.612583,93.058924,195.145715,,,,
3184,30.764731,0.891299,11890.00738,3734.519111,66.033581,0.651532,6.258664,92.64809,143.8599,,,,
1246,28.657558,0.891243,5150.727775,5254.367452,59.06851,0.599293,6.040524,99.151954,184.46471,,,,
1530,126.430402,0.891134,6172.063702,6667.227911,538.65254,0.508848,12.687639,33.425114,63.41711,,,,
3083,627.094793,0.891089,11540.62032,1517.950807,5935.676014,0.410241,28.256714,41.572441,212.568079,,,,
892,22.336038,0.891012,4033.931028,8038.759194,40.917741,0.741197,5.332835,203.67015,376.047086,,,,
3519,198.074296,0.890878,13289.82511,6350.802248,1056.078863,0.345611,15.880681,90.377646,140.042644,,,,
3269,171.523912,0.890832,12214.05373,1495.222639,850.045399,0.365161,14.778059,159.888605,238.152247,,,,
3373,23.600342,0.890077,12695.01631,7245.324093,45.020982,0.771591,5.481687,146.823701,262.337024,,,,
2383,87.236977,0.889648,9158.333507,1331.198472,307.422144,0.331969,10.539145,79.826932,210.321352,,,,
3752,26.12895,0.888487,14280.71399,4434.977876,52.263063,0.68511,5.767878,66.84694,140.84261,,,,
722,72.065329,0.88657,3359.54826,5785.025206,234.045522,0.66682,9.578957,45.423933,93.756053,,,,
921,33.293339,0.886469,4103.244908,7772.500661,75.532907,0.389676,6.510791,20.727963,92.637949,,,,
2070,233.896243,0.885603,7957.712773,2538.833029,1351.961544,0.360413,17.257055,118.584993,179.204428,,,,
2641,207.767293,0.885243,9989.595008,7535.81312,1134.681044,0.381733,16.26461,84.471123,162.939211,,,,
1499,26.971819,0.885173,6081.142933,1435.580422,55.456948,0.72769,5.86017,58.525366,96.834514,,,,
1658,26.971819,0.885173,6578.769833,2005.205442,55.453316,0.744016,5.86017,123.233558,256.19458,,,,
2018,28.236123,0.884666,7785.576983,2817.518714,58.67066,0.637787,5.995944,73.097622,133.804619,,,,
2341,356.112298,0.883927,8990.575256,5078.830152,3092.694679,0.329058,21.293573,128.14358,212.032781,,,,
1838,35.400512,0.883557,7166.383032,4494.937777,81.159225,0.639799,6.713668,134.138518,272.514155,,,,
2194,41.300598,0.883096,8411.696856,3065.096746,101.948264,0.68621,7.25159,24.753076,136.485703,,,,
3629,20.650299,0.883096,13738.13264,7169.702903,36.588751,0.753966,5.127648,60.051335,126.564458,,,,
1772,318.183178,0.882614,6903.127327,7586.392286,2140.09932,0.309597,20.127678,30.853065,285.073877,,,,
30,668.816825,0.882589,751.226842,3552.645527,6529.045708,0.33708,29.18157,113.887837,1246.685691,,,,
1137,21.914603,0.882566,4758.988769,7618.976228,39.449882,0.670012,5.282285,24.026369,91.285403,,,,
1497,21.914603,0.882566,6070.557085,5694.581992,40.866841,0.629961,5.282285,10.153669,123.264174,,,,
1958,21.914603,0.882566,7616.641677,1594.960355,39.835982,0.680371,5.282285,23.776419,86.32041,,,,
3377,21.914603,0.882566,12713.49118,1610.902717,40.565822,0.688152,5.282285,81.22924,164.625771,,,,
165,222.517507,0.881075,1390.162413,1575.998794,1258.295528,0.539649,16.832055,53.636495,161.936009,,,,
3381,37.507686,0.880995,12756.48182,7533.792253,88.913896,0.67688,6.910591,81.411961,129.5876,,,,
2832,49.729291,0.880025,10483.56931,3711.692152,134.687844,0.608954,7.957217,97.474584,162.716511,,,,
3783,64.05807,0.879846,14424.32261,7191.295721,206.108143,0.509089,9.031128,80.506819,106.756969,,,,
461,29.921862,0.879005,2313.375788,6446.320826,63.106078,0.659866,6.172333,20.898608,46.371771,,,,
227,22.757472,0.878935,1548.534737,6278.388086,42.733408,0.629846,5.382909,74.077126,127.812205,,,,
777,22.757472,0.878935,3559.754486,2898.973399,42.295701,0.628736,5.382909,61.495145,74.805261,,,,
795,40.879163,0.878579,3614.654318,6133.740421,102.677263,0.75657,7.214497,122.133332,211.365622,,,,
1966,166.045261,0.87851,7627.141675,6704.001124,817.042445,0.593214,14.54013,103.986357,240.542975,,,,
3826,26.550384,0.878231,14655.88768,7770.6846,53.148115,0.76359,5.814207,45.823712,254.015323,,,,
2395,27.814688,0.878039,9209.59207,5046.292533,57.829099,0.732499,5.95103,122.65031,239.672003,,,,
427,185.852691,0.877027,2228.470069,5986.330198,964.630134,0.580838,15.382945,94.862964,185.221458,,,,
1728,7279.441096,0.876897,6791.126326,2265.878697,234756.0795,0.423151,96.272905,64.760145,217.134752,,,,
3254,513.307431,0.876851,12151.11566,3726.165816,4403.045148,0.455051,25.564885,75.33694,160.14389,,,,
1425,26.971819,0.876783,5806.276063,7196.353025,55.47326,0.71452,5.86017,10.304803,189.319236,,,,
797,449.670795,0.876589,3628.304133,2092.495749,3625.420185,0.568079,23.92778,27.20394,99.616785,,,,
1100,29.500427,0.876547,4651.940414,7156.013154,61.47765,0.671543,6.128712,58.126945,139.773925,,,,
75,34.557643,0.876178,972.566642,5552.879882,78.054293,0.497153,6.633261,80.949179,134.901026,,,,
906,34.557643,0.876178,4067.730213,7804.774467,82.582821,0.564093,6.633261,15.582213,75.940373,,,,
1892,173.631085,0.875101,7381.932926,3068.81252,869.129071,0.552156,14.868556,60.009684,176.923453,,,,
673,38.77199,0.87499,3159.671961,3138.834694,93.917391,0.511984,7.026096,116.092222,299.748251,,,,
936,43.829206,0.87488,4140.638577,2718.122902,115.312536,0.532425,7.47028,15.766513,29.611041,,,,
1096,87.658412,0.87488,4639.005948,4504.953399,312.341281,0.543529,10.564571,173.525397,283.72821,,,,
3816,700.84586,0.874302,14620.55909,4911.449949,7156.713123,0.622682,29.872139,56.372309,207.861014,,,,
28,32.871904,0.874039,734.247548,6613.720998,73.949052,0.741149,6.469452,26.632306,99.683366,,,,
32,21.493168,0.874039,751.992291,5436.169675,40.08968,0.469334,5.231248,45.754068,89.827112,,,,
436,22.757472,0.874039,2243.830561,6590.162792,42.662074,0.646369,5.382909,9.532898,89.923342,,,,
512,22.757472,0.874039,2489.040273,2416.332113,42.652628,0.74603,5.382909,155.903255,222.395744,,,,
1134,42.986337,0.874039,4754.314282,7247.12093,107.444493,0.631272,7.398101,117.506137,196.669813,,,,
1411,67.008113,0.874039,5779.502556,3485.627067,209.048923,0.483082,9.236741,62.0619,168.611178,,,,
1742,21.493168,0.874039,6770.985587,7375.601289,38.161964,0.643226,5.231248,15.70522,164.923852,,,,
1843,20.228864,0.874039,7181.026291,6098.951428,35.646056,0.380765,5.075056,24.082525,209.614133,,,,
2191,21.493168,0.874039,8400.64378,3042.948511,38.442672,0.714854,5.231248,24.753076,113.091684,,,,
2586,42.986337,0.874039,9821.425126,6047.200803,112.773091,0.606374,7.398101,17.123185,29.319051,,,,
2799,32.871904,0.874039,10396.7259,2709.602415,72.885351,0.629335,6.469452,17.106498,155.796809,,,,
3170,36.664816,0.874039,11823.26164,7138.092268,84.41852,0.573842,6.832503,63.018349,121.52441,,,,
3491,21.493168,0.874039,13185.95323,7401.237535,38.992007,0.668921,5.231248,72.991258,188.090759,,,,
3167,2010.243387,0.873819,11833.31986,7600.222045,34198.26379,0.42316,50.591713,88.159157,141.073819,,,,
1696,249.067891,0.873595,6672.258859,6272.328828,1493.878985,0.481926,17.80795,46.7547,78.966273,,,,
866,39.614859,0.87311,3920.404926,3100.462961,97.803752,0.695868,7.102056,118.218917,208.184964,,,,
620,29.500427,0.872793,2926.68892,929.978172,63.801045,0.715499,6.128712,217.916605,1987.438436,,,,
2024,436.184886,0.872775,7813.42197,4442.660507,3519.745735,0.627026,23.566244,25.309544,115.12463,,,,
2189,126.008967,0.872581,8396.683012,4516.662251,536.98469,0.399928,12.666475,43.76496,72.187202,,,,
1334,24.443211,0.872536,5410.904107,3584.492141,47.426137,0.773046,5.578715,136.486722,151.72341,,,,
2535,24.443211,0.872536,9685.094034,1079.46322,46.467601,0.669767,5.578715,10.490038,141.744038,,,,
587,42.564902,0.872313,2808.294832,3037.667481,106.010924,0.425632,7.361747,113.019201,215.513212,,,,
426,100.722887,0.872216,2225.630785,6537.557683,389.218618,0.554549,11.324503,17.267218,64.775016,,,,
138,76.70111,0.871647,1251.672544,4296.355279,256.918297,0.581847,9.882251,90.875033,195.888042,,,,
846,123.901794,0.871375,3855.170887,6469.747753,526.49998,0.577843,12.560122,81.237485,192.426469,,,,
3575,26.12895,0.871233,13536.75371,5793.407968,52.366551,0.753875,5.767878,78.643388,199.192103,,,,
2254,34.136208,0.870819,8605.081264,7072.663823,77.901036,0.626777,6.592691,116.553081,174.357701,,,,
1707,22.336038,0.870759,6698.202494,4052.512274,41.687738,0.668648,5.332835,35.746102,112.234719,,,,
2549,22.336038,0.870759,9735.348254,3503.354989,40.703295,0.698164,5.332835,86.572445,159.111945,,,,
3439,20.228864,0.868627,12974.10574,6320.037792,36.05476,0.69007,5.075056,34.669799,106.404377,,,,
1994,67.850982,0.868128,7718.47198,2456.513249,214.191969,0.544111,9.294652,220.649054,263.637721,,,,
2573,126.851836,0.86772,9791.752323,6551.155757,543.167821,0.441346,12.708768,83.140207,140.312844,,,,
2613,50.993595,0.866904,9909.636128,4022.571441,139.973882,0.611556,8.057733,82.429492,146.395685,,,,
106,29.078992,0.866536,1083.942432,5162.919132,61.550377,0.738031,6.084778,55.687939,191.539991,,,,
1565,435.763451,0.866364,6271.562232,2762.620649,3441.297534,0.442846,23.554856,89.314091,144.224154,,,,
1952,36.243382,0.86602,7599.791739,3062.650073,85.627735,0.745268,6.793122,48.984879,151.746255,,,,
107,21.071734,0.865427,1087.636172,5927.48081,37.680502,0.7146,5.179707,96.459502,128.544882,,,,
2491,21.071734,0.865427,9593.646958,8156.700012,37.585549,0.720979,5.179707,115.167623,442.674411,,,,
3449,42.143467,0.865427,13032.82083,6306.218913,105.984874,0.713532,7.325212,15.752948,100.550316,,,,
3483,21.071734,0.865427,13166.44804,7552.806808,45.310653,0.429931,5.179707,24.763523,65.680298,,,,
82,28.657558,0.863934,1006.754072,3623.054486,59.894852,0.743742,6.040524,80.997978,222.649103,,,,
2546,35.821947,0.863934,9720.951156,5287.655112,82.760864,0.551947,6.753512,141.732468,153.523934,,,,
3267,584.951325,0.863891,12204.3885,4504.591267,5429.050233,0.68703,27.290716,73.460969,239.612851,,,,
1645,26.12895,0.862975,6530.865977,7451.93722,51.52487,0.691363,5.767878,17.031224,93.03169,,,,
1393,21.914603,0.862505,5688.614529,5982.568227,39.655476,0.55283,5.282285,44.340154,105.962878,,,,
2165,21.914603,0.862505,8306.008415,4523.960641,40.363708,0.774248,5.282285,66.398693,106.1854,,,,
2670,55.207942,0.860993,10083.29667,1767.41485,159.101667,0.680979,8.384088,20.908327,194.972,,,,
943,51.836465,0.859488,4153.321693,4159.560154,144.897371,0.750135,8.124053,70.314106,107.043484,,,,
3831,42.143467,0.857891,14685.76944,2992.018686,104.867645,0.574978,7.325212,8.444417,201.755895,,,,
432,26.550384,0.857851,2233.900511,6114.71916,54.1118,0.722762,5.814207,124.678535,262.522491,,,,
577,26.550384,0.857851,2756.191582,2164.64434,52.533652,0.651921,5.814207,99.370457,230.708038,,,,
1022,21.914603,0.8577,4420.965737,7004.065441,40.502803,0.777266,5.282285,28.152867,116.655807,,,,
1690,28.236123,0.857558,6658.038526,1586.624988,57.936777,0.701776,5.995944,68.863985,112.351843,,,,
2776,28.236123,0.857558,10344.12132,6110.479419,58.536195,0.756748,5.995944,53.478158,110.202705,,,,
2309,23.600342,0.85736,8782.906923,7200.646597,44.878461,0.748874,5.481687,69.524239,228.546705,,,,
948,148.345005,0.857159,4173.251786,6738.78717,689.706731,0.573344,13.743316,126.723246,176.433105,,,,
441,31.6076,0.857066,2254.359779,3049.414853,69.582364,0.729406,6.34382,76.44945,256.879461,,,,
2544,25.28608,0.857066,9706.744934,6751.839869,49.283312,0.637116,5.674085,93.643807,160.932852,,,,
1198,129.380444,0.856368,4987.679544,5870.697564,562.632851,0.346855,12.834808,55.198972,165.843728,,,,
2778,35.400512,0.855891,10352.51983,923.744498,81.051753,0.652884,6.713668,65.170013,531.940492,,,,
2705,97.772844,0.854027,10184.57928,1679.834398,370.079297,0.619191,11.15743,75.142343,141.61769,,,,
3690,28.236123,0.853885,14015.8834,2784.391156,59.802193,0.782479,5.995944,145.597834,244.484905,,,,
1027,46.779249,0.853524,4430.723682,4415.190149,123.786311,0.665811,7.71759,30.083166,68.662789,,,,
267,29.921862,0.850412,1668.813195,5205.756133,64.013698,0.671995,6.172333,69.437721,130.877803,,,,
266,21.493168,0.849413,1667.768878,4950.315725,38.68453,0.742287,5.231248,160.272621,191.249714,,,,
2725,21.493168,0.849413,10227.32174,7453.553805,44.112553,0.537974,5.231248,110.374127,198.256286,,,,
2214,26.971819,0.849192,8471.088959,1486.399044,54.912211,0.575894,5.86017,112.720286,174.313218,,,,
1522,45.936379,0.847988,6152.957819,6481.859803,122.462621,0.746644,7.647746,98.603786,170.571299,,,,
1887,20.228864,0.847942,7367.340951,5085.67612,36.276879,0.807289,5.075056,51.081833,190.394475,,,,
3201,20.228864,0.847942,11961.9665,6536.566371,35.116105,0.706869,5.075056,80.393891,188.714169,,,,
3397,1496.935956,0.847807,12858.05806,2220.399931,21932.87872,0.471527,43.65728,68.385407,178.867047,,,,
2325,617.82323,0.847296,8926.786944,5604.440906,5823.580828,0.523388,28.047049,113.434186,221.413865,,,,
1158,43.829206,0.84603,4862.214631,3953.06301,114.772045,0.523522,7.47028,54.043956,189.787601,,,,
1727,80.072588,0.846006,6744.730778,7123.178801,289.60405,0.631588,10.097108,13.6115,20.749573,,,,
856,21.071734,0.845756,3889.328265,3237.512594,37.477404,0.723813,5.179707,47.413996,125.976123,,,,
1130,21.071734,0.845756,4752.075502,5035.858047,38.542425,0.688222,5.179707,12.279872,165.0565,,,,
3689,21.071734,0.845756,14002.74768,6869.544858,37.533731,0.725509,5.179707,87.66724,146.947941,,,,
316,30.764731,0.845561,1842.31059,3661.072842,67.729907,0.620663,6.258664,108.76126,242.152783,,,,
220,29.500427,0.844402,1538.575148,1891.793986,62.861609,0.747783,6.128712,60.765727,217.193977,,,,
1016,23.600342,0.844402,4409.50878,6563.244577,44.297024,0.654835,5.481687,20.221353,101.373584,,,,
3793,29.500427,0.844402,14472.13264,2853.433594,62.761502,0.729648,6.128712,18.031563,52.079057,,,,
2353,738.353546,0.844209,9023.338549,6415.765534,7677.403726,0.588524,30.661065,66.805771,193.978031,,,,
1605,577.365501,0.843786,6428.949899,6482.358459,5371.756618,0.378431,27.113181,29.102518,134.472806,,,,
3019,66.165244,0.843435,11219.83169,2075.114207,239.031,0.547637,9.178464,187.063522,337.666504,,,,
609,24.443211,0.84266,2882.303236,6031.755235,47.257329,0.76763,5.578715,161.114363,192.869815,,,,
3044,127.694706,0.842126,11392.61194,5543.47657,579.497278,0.621433,12.75092,115.865349,229.232119,,,,
3857,21.071734,0.841044,14906.44519,4666.682364,38.389683,0.709069,5.179707,27.828292,158.769584,,,,
2749,29.921862,0.840387,10290.79222,1011.349293,62.353022,0.498555,6.172333,107.167618,265.547151,,,,
3606,422.698976,0.839975,13656.1809,6748.210566,3316.772477,0.390813,23.199074,57.031824,207.382339,,,,
2271,34.557643,0.839907,8669.284306,1452.777755,79.732147,0.727931,6.633261,20.683387,184.966626,,,,
2967,84.286934,0.838718,10987.30658,7462.291641,312.896561,0.629564,10.359414,159.968358,225.373697,,,,
3216,47.622118,0.837756,12030.59802,6578.433933,133.635896,0.592685,7.786807,43.011967,108.901798,,,,
3612,47.622118,0.837756,13678.60177,5595.736272,127.988652,0.71106,7.786807,46.189496,156.554651,,,,
1617,20.650299,0.837256,6461.500517,5200.276263,37.54104,0.762122,5.127648,44.047914,204.447022,,,,
2685,20.650299,0.837256,10122.50476,3401.226251,36.988483,0.744494,5.127648,51.564165,137.853794,,,,
3878,37.086251,0.836828,15108.03417,7483.112614,88.002112,0.737492,6.871658,56.874857,269.276983,,,,
489,44.672075,0.836237,2395.909028,7442.983435,116.739137,0.669795,7.541767,30.674089,200.06422,,,,
3729,31.6076,0.834883,14168.20635,7597.076557,70.790409,0.618603,6.34382,118.55041,154.025415,,,,
3520,29.500427,0.834448,13290.56013,4040.607608,63.658184,0.676236,6.128712,18.886045,62.071732,,,,
1576,22.336038,0.834079,6304.823911,3748.781775,42.210819,0.768594,5.332835,113.505037,231.965729,,,,
2879,29.921862,0.833897,10666.448,6915.156794,63.598614,0.660234,6.172333,29.603779,132.718509,,,,
1079,20.650299,0.832591,4576.321543,1262.535863,37.758738,0.796698,5.127648,112.737804,247.009797,,,,
2723,20.650299,0.832591,10222.10752,6583.268137,37.773018,0.82467,5.127648,13.631137,47.99444,,,,
260,83.02263,0.832403,1650.426461,6493.259831,296.179871,0.712583,10.281425,8.515113,12.805538,,,,
3736,28.657558,0.832251,14199.17046,6995.601867,59.554815,0.663851,6.040524,24.255303,107.717696,,,,
1057,36.664816,0.83206,4494.07167,6465.579097,88.10665,0.560948,6.832503,39.19032,138.853062,,,,
3298,63.215201,0.830349,12341.39652,3961.434852,194.03007,0.718601,8.971516,103.577131,192.195279,,,,
451,46.779249,0.830309,2288.336106,4945.535119,126.900809,0.743213,7.71759,32.850955,152.780889,,,,
1545,53.100769,0.829779,6196.732233,2629.843637,153.18343,0.787709,8.22253,101.267843,206.880139,,,,
182,89.765585,0.829654,1429.786948,6294.751012,324.93375,0.57944,10.690795,18.378978,70.953458,,,,
990,42.143467,0.829601,4300.382549,6206.115357,106.510544,0.752658,7.325212,174.154873,232.136077,,,,
644,31.186166,0.829298,3045.461289,5862.718262,73.399594,0.587528,6.301386,67.482709,218.736558,,,,
2576,31.186166,0.829298,9801.267004,6076.123028,70.339324,0.783177,6.301386,35.254007,64.47361,,,,
2622,31.186166,0.829298,9925.848155,3282.262853,69.040697,0.591507,6.301386,43.164221,170.410756,,,,
3294,31.186166,0.829298,12312.53211,7898.660787,70.919894,0.446912,6.301386,7.115845,192.342144,,,,
3570,45.936379,0.828882,13486.34524,5083.84174,124.596052,0.728602,7.647746,103.454539,157.258063,,,,
1529,362.855253,0.828522,6170.394827,6622.390738,2625.970887,0.541855,21.494224,29.323726,68.850287,,,,
1248,55.629377,0.828245,5158.443296,5826.257713,163.555141,0.748306,8.416028,14.877741,34.992252,,,,
635,23.600342,0.828004,2993.78631,4897.04296,46.511642,0.831944,5.481687,127.476748,181.649944,,,,
2520,29.500427,0.828004,9656.69161,7807.836244,61.906755,0.678641,6.128712,30.899538,225.352655,,,,
2699,29.500427,0.828004,10166.27009,2573.943056,62.508296,0.746543,6.128712,93.901549,215.388727,,,,
435,38.350555,0.825565,2242.645814,6534.617345,96.168653,0.691297,6.987807,17.267218,59.106204,,,,
2166,41.722033,0.825442,8313.576129,1006.425721,113.067442,0.403588,7.288494,81.500409,147.218741,,,,
2270,26.12895,0.824939,8661.778386,1496.338959,53.547374,0.626436,5.767878,25.008649,88.627846,,,,
861,33.293339,0.8244,3907.759554,6263.789906,76.732564,0.808164,6.510791,42.885733,114.691858,,,,
2807,20.228864,0.824052,10412.9554,5822.603617,36.532283,0.666931,5.075056,12.336899,58.094957,,,,
139,179.952605,0.823859,1256.686293,6874.566866,1102.656799,0.654745,15.136802,84.592083,111.874088,,,,
1591,47.622118,0.823809,6364.830733,5908.256119,132.568162,0.744907,7.786807,82.509822,145.605024,,,,
2507,24.443211,0.823106,9626.388016,6302.485681,49.251521,0.804232,5.578715,83.032307,99.483282,,,,
1603,110.415884,0.822588,6416.30433,7582.799024,443.483314,0.458188,11.856891,47.980818,84.937329,,,,
1676,32.45047,0.822274,6630.825691,1893.506304,73.033357,0.740502,6.427847,39.785023,192.472541,,,,
2837,3585.987627,0.821721,10546.79396,4881.663237,83319.01743,0.695565,67.570861,206.143983,263.331806,,,,
2980,33.293339,0.821628,11062.1669,7004.832984,76.255657,0.788743,6.510791,120.84292,185.793512,,,,
1874,22.336038,0.821472,7308.713414,2904.419071,42.417272,0.764182,5.332835,58.477655,136.934023,,,,
1493,30.343296,0.821016,6061.330545,7232.983232,65.49749,0.43257,6.215648,82.570681,142.718257,,,,
2512,60.686593,0.821016,9635.792265,8049.520935,187.697678,0.793728,8.790254,115.167623,239.402308,,,,
2016,23.178907,0.820578,7778.144268,2741.758615,45.24876,0.796111,5.432523,76.123832,98.996258,,,,
3352,23.178907,0.820578,12602.41331,3034.33814,44.706226,0.765038,5.432523,144.861416,255.02099,,,,
1091,27.814688,0.819921,4626.587827,4975.443389,58.630505,0.760772,5.95103,71.335672,196.400279,,,,
1511,27.814688,0.819921,6129.301822,3746.083354,58.408348,0.663082,5.95103,156.089464,231.079493,,,,
2939,27.814688,0.819921,10896.22073,4600.010792,57.35625,0.752419,5.95103,85.190811,251.284615,,,,
73,99.880017,0.818885,963.358468,7132.724183,399.71156,0.778094,11.27702,68.593435,127.1139,,,,
2072,582.844152,0.818877,7968.839871,6773.660531,5520.922467,0.685345,27.241517,54.728879,141.134155,,,,
2888,21.493168,0.81819,10699.61928,1719.9324,39.292269,0.769269,5.231248,145.557029,286.84666,,,,
2717,144.552093,0.817797,10215.91097,6560.861018,669.832339,0.493193,13.566482,18.178174,84.67307,,,,
2291,35.400512,0.817588,8734.20683,5567.236298,84.032943,0.812202,6.713668,156.190861,191.472874,,,,
3856,53.943638,0.817269,14900.06051,7147.319648,154.997618,0.529427,8.287531,46.103923,123.037841,,,,
2266,85.551238,0.816182,8636.415698,5799.655797,307.065434,0.629625,10.43682,38.785828,63.936998,,,,
553,247.803587,0.816132,2656.63556,5064.734545,1496.462402,0.502324,17.762695,43.753404,143.350557,,,,
2301,28.657558,0.81609,8756.913128,6578.350969,61.805063,0.741501,6.040524,98.191275,186.678701,,,,
3800,24.021776,0.815979,14517.93124,5228.734892,46.981238,0.79227,5.530414,45.71253,95.090901,,,,
1816,24.864646,0.815346,7092.841653,3996.043995,49.441483,0.677225,5.626602,25.079547,153.40459,,,,
3540,5407.849716,0.81509,13410.333,4626.827531,151319.8777,0.300441,82.978841,101.881026,174.614086,,,,
2409,25.707515,0.814755,9287.456422,5663.180263,52.362889,0.751992,5.721173,62.167975,118.391413,,,,
1569,21.493168,0.814005,6285.373489,7605.194616,39.537178,0.754965,5.231248,52.075608,150.682886,,,,
2558,48.464987,0.813969,9754.358523,6011.943079,130.620049,0.695959,7.855415,22.934503,56.78791,,,,
244,21.914603,0.813686,1608.555682,5844.455182,40.990107,0.763807,5.282285,77.152023,241.326148,,,,
1078,49.307857,0.813686,4572.790629,1035.431003,138.558739,0.800384,7.923428,154.754237,534.665582,,,,
1107,21.914603,0.813686,4677.054763,5379.792113,40.539528,0.75676,5.282285,32.752969,191.130398,,,,
2201,43.829206,0.813686,8426.000599,1666.782134,112.353178,0.667414,7.47028,25.890909,110.558107,,,,
2154,23.178907,0.8128,8273.527625,7272.822556,45.249279,0.385149,5.432523,53.02458,111.092555,,,,
3534,23.178907,0.8128,13351.07129,2212.275604,47.609057,0.648719,5.432523,151.967871,198.325597,,,,
91,25.28608,0.811525,1038.211935,4674.842557,50.990972,0.792906,5.674085,68.804006,238.729434,,,,
252,31.6076,0.811525,1632.531897,7400.028787,69.810135,0.730514,6.34382,18.852254,78.087076,,,,
3319,44.672075,0.811393,12432.7524,1406.797557,121.362238,0.842872,7.541767,76.049712,140.970715,,,,
2169,39.193425,0.811074,8321.894263,1511.9472,97.466989,0.774986,7.064179,47.134035,162.343698,,,,
249,26.550384,0.810859,1628.32892,7418.406558,55.323636,0.813027,5.814207,18.852254,99.240839,,,,
343,50.572161,0.809781,1959.679666,1733.667649,143.289401,0.803435,8.024368,121.0768,212.24274,,,,
57,110.415884,0.809556,887.590116,5566.579744,461.651605,0.68142,11.856891,45.027411,111.453391,,,,
3714,59.422289,0.809449,14118.0996,2599.229242,182.143724,0.756334,8.698207,38.228479,188.140992,,,,
2757,23.600342,0.80879,10299.50733,3452.733385,46.302728,0.803838,5.481687,35.787379,91.114972,,,,
2213,25.28608,0.808049,8465.566872,1016.053257,51.504523,0.81837,5.674085,14.314425,71.647566,,,,
3095,25.28608,0.808049,11582.66956,1423.381248,51.915796,0.744049,5.674085,7.606782,179.177885,,,,
3157,36.664816,0.807217,11787.36273,2721.72819,89.922327,0.838894,6.832503,94.86741,279.556046,,,,
2892,32.871904,0.805669,10719.36836,5569.947754,74.675073,0.75274,6.469452,40.716908,147.456213,,,,
48,22.757472,0.805377,848.874981,4343.53114,43.388565,0.80266,5.382909,58.362703,324.687691,,,,
3765,24.864646,0.804733,14344.08323,7184.739133,48.922314,0.782897,5.626602,42.16554,137.697735,,,,
3890,31.186166,0.803331,15402.12886,6648.226062,71.596694,0.843111,6.301386,137.096128,396.486231,,,,
259,130.644748,0.803083,1653.794427,6168.342924,576.229616,0.64168,12.897366,93.108216,172.734342,,,,
