Feature,Area (um^2),Roundness,CentroidX (um),CentroidY (um),First Moment of Area (um^3),Eccentricity,Equivalent Diameter (um),Nearest Neighbor Distance (um),Average Neighbor Distance (um),,,avg,st dev
2212,194.702819,0.958707,8464.483781,6241.678815,1026.324314,0.356274,15.744946,120.71519,201.731052,,,,
1672,2475.507266,0.958657,6641.557891,6228.599396,46352.89786,0.250626,56.141907,53.430447,140.074872,,,,
2852,1932.699408,0.958624,10594.77629,5716.563145,32001.68686,0.356839,49.606343,34.977429,131.282877,,,,
2523,946.542274,0.958606,9681.43783,5468.736543,10976.35237,0.415364,34.715631,185.342353,225.494871,,,,
2311,64.479505,0.95859,8805.795745,6722.878379,196.161827,0.524572,9.060787,102.926334,181.819711,,,,
2241,29.500427,0.958558,8555.181534,6162.01656,60.607149,0.55819,6.128712,69.26529,168.219204,,,,
3339,59.000854,0.958558,12538.59638,2018.217154,171.449132,0.537336,8.667308,115.969446,209.087664,,,,
3698,278.568318,0.958535,14054.60263,7563.188601,1755.057728,0.446281,18.833061,85.646776,158.348885,,,,
2477,973.092659,0.9585,9569.657409,1313.670133,11428.67354,0.264479,35.199148,130.835745,185.320245,,,,
1084,177.845432,0.95837,4616.368207,6700.700586,894.232997,0.435932,15.047918,100.755096,229.952157,,,,
3542,355.690864,0.95837,13385.51934,5633.377133,2530.185476,0.376227,21.28097,52.260234,132.321516,,,,
2413,135.28053,0.958358,9294.447581,1756.632543,593.207513,0.451339,13.124196,139.032749,197.248677,,,,
3074,185.431256,0.958333,11513.01107,4079.888267,953.979654,0.438658,15.365494,98.616306,251.032728,,,,
3440,81.758326,0.958252,12983.80078,5412.896303,278.370119,0.283077,10.20284,127.695661,285.143923,,,,
3176,31.6076,0.958228,11853.29972,2086.447209,67.036204,0.502299,6.34382,140.675952,203.04634,,,,
2145,154.666525,0.958141,8243.926207,6259.308654,724.828807,0.358437,14.033087,32.52497,192.637569,,,,
656,448.406491,0.958038,3109.490442,2224.714845,3578.399475,0.322399,23.894118,28.414136,251.025469,,,,
1890,568.936808,0.957973,7384.025779,6327.279996,5113.182028,0.383371,26.914547,99.054614,212.122054,,,,
1121,194.702819,0.957959,4731.856158,5982.002599,1024.412054,0.389853,15.744946,15.261449,156.016302,,,,
2420,202.288643,0.957941,9317.295089,1482.156383,1083.521895,0.385426,16.048735,66.734822,82.729494,,,,
2872,1531.915034,0.957899,10667.83725,2300.507649,22584.72991,0.329133,44.164406,131.539235,192.250892,,,,
133,390.248507,0.957875,1217.140992,4925.656755,2904.68441,0.352269,22.290801,16.576427,96.904902,,,,
130,1181.281387,0.957837,1222.533784,6345.356294,15296.24522,0.220926,38.782137,182.802348,224.992256,,,,
1219,614.873187,0.95779,5063.494543,7624.180826,5757.400598,0.331574,27.980008,56.547871,138.52748,,,,
2929,120.530316,0.957729,10847.40965,1362.036387,499.658746,0.407579,12.388057,147.433627,218.642008,,,,
3780,313.547396,0.957616,14412.90763,7062.339347,2091.230742,0.369198,19.980514,70.434742,122.477197,,,,
2577,2119.816402,0.957606,9827.155972,3771.488647,36779.03284,0.417058,51.952229,163.251889,176.555819,,,,
2029,228.839027,0.957567,7827.156087,3411.858145,1304.020116,0.344828,17.069473,103.570637,226.088531,,,,
3685,332.933391,0.957558,13996.38325,3455.599931,2289.773935,0.322042,20.588928,45.812003,130.495612,,,,
584,30.343296,0.957461,2785.649413,1930.922795,63.156897,0.503292,6.215648,91.775846,121.369285,,,,
1809,30.343296,0.957461,7045.577589,4553.240323,63.294546,0.560492,6.215648,134.138518,318.706778,,,,
3734,98.615713,0.957461,14197.26975,4798.982696,369.057106,0.42699,11.205419,29.256221,77.074033,,,,
3808,98.615713,0.957461,14548.8035,6146.05339,368.982374,0.381656,11.205419,49.992931,223.972291,,,,
730,633.837747,0.957436,3382.064642,4242.185841,6013.034331,0.397511,28.408226,62.609735,168.641329,,,,
2034,563.036722,0.957347,7838.106511,7262.960728,5036.215262,0.416629,26.774626,55.870897,174.87461,,,,
504,791.454315,0.957339,2479.922563,5939.229253,8383.379904,0.193834,31.744463,130.402986,185.721508,,,,
1456,127.694706,0.957272,5932.590349,3174.477345,544.129391,0.437825,12.75092,89.400712,256.250276,,,,
852,177.423997,0.957234,3875.516706,4628.775218,891.641342,0.443333,15.030078,33.911313,82.890667,,,,
1385,906.50598,0.957221,5669.304332,7566.60275,10277.48839,0.351474,33.973508,41.241502,132.448612,,,,
2840,89.765585,0.957192,10527.66063,4119.525604,322.049608,0.512308,10.690795,175.90127,322.453641,,,,
805,107.044407,0.95716,3653.945412,7024.191496,417.070852,0.401948,11.674467,55.312292,217.464545,,,,
842,124.323228,0.957137,3832.760921,6223.197924,523.146833,0.468666,12.581465,42.401674,159.315564,,,,
1331,24.864646,0.957137,5393.53048,7029.651132,46.727514,0.4227,5.626602,112.950613,183.657161,,,,
1646,24.864646,0.957137,6532.357245,3841.99028,47.050644,0.534886,5.626602,143.786407,268.419959,,,,
1347,134.016226,0.9571,5470.035592,3055.886239,585.516826,0.472926,13.062724,151.438094,236.264804,,,,
3870,335.040565,0.9571,15014.19829,6301.190136,2309.920516,0.349445,20.65398,172.752552,259.032889,,,,
3784,562.615288,0.956988,14435.21803,6875.845162,5033.542036,0.437425,26.764604,117.722281,235.628741,,,,
3065,105.780103,0.956928,11489.2135,3229.047184,410.468249,0.468374,11.605318,176.740938,249.244193,,,,
1187,44.250641,0.956915,4950.689959,4270.714096,111.43418,0.3761,7.506109,118.729725,254.152335,,,,
2692,44.250641,0.956915,10148.4331,4228.195897,111.134249,0.492656,7.506109,32.513947,125.116786,,,,
762,292.475663,0.95691,3523.450642,2800.386661,1886.443821,0.433675,19.29745,78.846411,120.135164,,,,
3873,3153.174219,0.956894,15058.93944,6755.020799,66669.75045,0.344734,63.362024,68.855765,204.569811,,,,
1206,26.971819,0.956864,5005.045935,2792.812934,53.042472,0.555041,5.86017,99.043943,269.470384,,,,
2796,53.943638,0.956864,10383.04071,6025.678617,149.50184,0.403448,8.287531,39.146794,122.916428,,,,
1271,262.132366,0.956846,5211.840391,3428.191205,1600.265094,0.356981,18.269026,95.243836,155.126294,,,,
3271,262.132366,0.956846,12222.8581,1744.204717,1600.358447,0.391269,18.269026,66.013899,225.408266,,,,
1152,310.597354,0.956813,4833.84713,1464.186293,2064.42583,0.42782,19.886298,68.333736,199.294786,,,,
3140,102.408625,0.956753,11745.15958,6427.165181,391.191375,0.441468,11.418875,88.423481,233.888633,,,,
2110,1245.760892,0.956711,8105.516974,2174.680088,16560.75253,0.394804,39.826524,90.073425,193.296618,,,,
840,422.277542,0.95666,3828.053137,2953.270777,3270.364785,0.380488,23.187507,88.354286,197.584204,,,,
2269,126.008967,0.95663,8661.646155,7594.448514,534.059392,0.305418,12.666475,81.955602,208.995404,,,,
3664,1062.436809,0.956559,13897.85042,6361.2301,13045.50619,0.392942,36.779567,89.670041,169.713026,,,,
732,235.581982,0.95647,3391.776204,5817.036037,1364.377247,0.405029,17.319131,29.847213,108.174414,,,,
1844,1487.664394,0.956465,7203.363807,3830.052945,21624.52577,0.415855,43.52187,152.596685,214.526592,,,,
794,112.944492,0.956463,3616.109429,5710.05163,452.775279,0.454579,11.991889,29.482479,178.596928,,,,
603,2432.520929,0.956309,2891.371128,4686.723631,45187.34295,0.352508,55.65233,72.891577,180.763286,,,,
3010,207.345859,0.956296,11195.01014,6917.070957,1125.850018,0.378029,16.248106,138.495598,261.898436,,,,
2770,1367.976947,0.956225,10354.3166,4522.220479,19058.84751,0.338177,41.734426,100.615655,246.622015,,,,
2767,45.09351,0.956211,10331.57229,6239.505597,114.546551,0.492973,7.577258,80.491611,132.579438,,,,
2679,764.061061,0.956144,10116.05557,4451.98549,7961.903812,0.442286,31.190267,122.848384,196.51113,,,,
2539,35.400512,0.956097,9694.537258,1074.895242,79.512551,0.487216,6.713668,10.490038,73.017925,,,,
3479,70.801025,0.956097,13155.43563,7511.812482,224.806216,0.326132,9.49456,17.305035,25.885784,,,,
3859,305.540137,0.956012,14924.60343,6448.893231,2011.062181,0.311974,19.723737,172.752552,284.316713,,,,
785,1525.593514,0.955921,3602.274355,5684.016897,22451.0228,0.385503,44.073189,29.482479,224.513403,,,,
578,25.707515,0.955896,2756.758833,2883.529852,49.487228,0.593809,5.721173,94.407665,171.300596,,,,
1415,51.41503,0.955896,5791.733866,6355.030545,139.176145,0.440385,8.090961,37.439985,132.736381,,,,
3124,231.367635,0.955896,11692.40108,4521.517415,1328.015666,0.389088,17.16352,36.206598,143.917379,,,,
3626,25.707515,0.955896,13735.57393,4448.117506,49.179728,0.471342,5.721173,135.863463,186.829012,,,,
1546,1119.33049,0.955894,6216.089637,1965.798432,14105.48614,0.395738,37.751501,201.203792,295.081747,,,,
2401,223.781811,0.955843,9245.576325,2297.55316,1261.579573,0.417316,16.879806,102.365626,213.308504,,,,
3485,503.192999,0.95583,13178.36814,1466.995107,4252.758917,0.283346,25.311761,70.504031,206.342852,,,,
1227,423.96328,0.955829,5108.911731,1529.021527,3292.214819,0.439789,23.233743,167.32378,251.299906,,,,
1567,176.581128,0.955775,6270.926963,5950.727837,884.025574,0.384791,14.994335,103.061946,132.508031,,,,
3027,631.309139,0.955753,11271.72707,3399.390334,5979.796535,0.346861,28.351504,50.487031,157.234357,,,,
1849,814.211787,0.955741,7210.419075,6523.896776,8749.98457,0.291074,32.197619,68.807062,206.249855,,,,
264,2481.828786,0.955662,1689.766154,7008.777894,46569.16123,0.358595,56.213544,47.469104,144.61201,,,,
2582,2404.284806,0.955631,9836.010772,6272.05752,44414.18326,0.397982,55.328388,67.226058,157.184005,,,,
1008,1731.253634,0.9555,4401.136512,4086.009875,27136.66166,0.406313,46.94998,98.584444,163.964005,,,,
2790,2963.950051,0.955461,10405.22956,3069.301533,60779.26861,0.313657,61.431412,124.476906,203.404253,,,,
868,80.072588,0.955452,3926.86932,6431.552679,270.704619,0.36258,10.097108,25.031316,73.735688,,,,
2909,32.029035,0.955452,10782.55521,7156.14177,68.624558,0.528043,6.385972,131.271396,180.093235,,,,
1992,34.136208,0.955341,7706.23946,1527.953327,75.72167,0.572076,6.592691,37.254545,85.620179,,,,
2696,70.37959,0.95529,10164.73216,5738.529624,223.871056,0.498152,9.46626,40.478541,116.119573,,,,
779,108.730145,0.955243,3565.842576,5306.138151,427.76002,0.412494,11.766033,87.20016,287.176568,,,,
3186,313.125962,0.955125,11908.74228,1346.782887,2091.807309,0.386317,19.967082,124.218625,201.892811,,,,
2425,1326.676349,0.955086,9345.998234,4710.984808,18203.21803,0.366343,41.099596,132.070707,261.65409,,,,
1112,123.480359,0.955052,4691.391219,3672.590726,517.606347,0.431242,12.538743,250.892661,329.242667,,,,
3226,210.717336,0.95502,12050.35831,1662.450006,1157.15327,0.475744,16.379672,99.384466,193.825132,,,,
1432,2301.876181,0.955017,5872.528158,7071.769116,41575.6582,0.262039,54.137231,29.885373,157.022832,,,,
1171,178.688301,0.954942,4906.727509,2780.84674,901.577,0.349316,15.083534,99.043943,178.45458,,,,
3230,392.35568,0.954901,12062.40452,2859.709721,2930.32121,0.371863,22.350901,78.134471,177.73998,,,,
1503,75.436806,0.954798,6086.599252,7438.98626,246.860152,0.416623,9.800466,8.870288,168.915231,,,,
1628,75.436806,0.954798,6495.702333,1396.081537,247.287668,0.390087,9.800466,139.141786,207.110598,,,,
771,474.535441,0.954685,3550.365997,6241.160596,3897.273057,0.131559,24.580425,78.513423,156.798101,,,,
1577,92.294193,0.954589,6308.479275,2232.793842,335.090273,0.477814,10.840324,69.077914,142.938551,,,,
328,472.006833,0.954568,1913.692798,4230.770398,3863.090877,0.324538,24.514848,82.120484,179.607862,,,,
1927,162.252349,0.95454,7505.647169,7193.329201,778.850968,0.393957,14.373104,15.960558,194.935546,,,,
111,131.487618,0.954529,1127.30107,5381.941481,569.432579,0.459712,12.938904,71.088296,191.292962,,,,
1406,32.871904,0.954529,5753.465947,7711.084882,71.469785,0.570216,6.469452,99.0362,198.390834,,,,
3382,32.871904,0.954529,12760.48183,3858.759211,71.605583,0.599475,6.469452,127.863322,212.48303,,,,
1990,2800.854833,0.954393,7728.740598,1900.341996,55838.71985,0.310403,59.717327,105.152517,256.613785,,,,
3560,195.967123,0.954388,13451.54849,5777.682455,1033.894866,0.432957,15.795983,86.644226,174.139142,,,,
3217,84.708369,0.954333,12032.6708,3649.289471,295.204424,0.528174,10.38528,72.23939,182.832619,,,,
521,256.232281,0.954327,2513.381517,7204.769409,1544.679503,0.348626,18.062255,55.019505,152.128834,,,,
2955,257.07515,0.954213,10959.38759,3230.167495,1554.395906,0.439166,18.091939,130.156841,322.789204,,,,
543,163.938088,0.95418,2631.713973,2353.482768,791.788317,0.317307,14.447576,69.131391,251.306979,,,,
1349,66.586678,0.954086,5471.634174,7571.069967,204.644485,0.345082,9.207649,127.23477,164.631712,,,,
2303,66.586678,0.954086,8764.759964,2986.704613,204.703988,0.382197,9.207649,90.589845,177.214825,,,,
1671,89.765585,0.953974,6616.149972,2275.043691,320.52089,0.25616,10.690795,49.305102,155.115827,,,,
3089,123.480359,0.953887,11570.97546,1546.355623,517.118445,0.426624,12.538743,40.216498,117.022519,,,,
2572,1236.067894,0.953794,9803.082807,6213.447862,16389.50145,0.349314,39.671281,67.226058,136.148659,,,,
253,332.511957,0.953482,1641.851917,7098.706781,2290.47566,0.415792,20.575893,89.769248,129.148306,,,,
1531,391.091376,0.953361,6179.378627,4736.57258,2917.455053,0.369652,22.314861,174.090461,367.290988,,,,
1905,3809.348004,0.953263,7444.279855,2790.549319,88635.41371,0.411491,69.643467,118.893725,154.664109,,,,
2003,351.897951,0.953247,7734.265991,4147.534051,2493.998971,0.355074,21.167201,75.433542,241.967551,,,,
1933,874.89838,0.953228,7537.103007,6390.468506,9751.976158,0.401909,33.375968,112.780557,190.789888,,,,
1400,55.629377,0.953139,5725.654485,2929.198521,157.131514,0.533708,8.416028,51.868147,148.32348,,,,
1937,55.629377,0.953139,7530.291279,5315.038299,156.547579,0.424131,8.416028,26.150543,127.32947,,,,
2215,818.426134,0.953094,8486.668632,7579.697649,8817.850885,0.317209,32.280838,162.82263,240.045019,,,,
1614,81.758326,0.952953,6450.463296,4219.147979,278.867485,0.411235,10.20284,81.250428,178.45293,,,,
3499,632.994878,0.95293,13219.54235,7584.541528,5999.778587,0.374641,28.389331,61.855466,209.306,,,,
3594,293.318532,0.952872,13605.24488,4626.287064,1899.932549,0.384311,19.325236,48.080302,173.594508,,,,
1908,1317.826221,0.952871,7441.474357,3634.060853,18030.5259,0.334762,40.962281,147.065599,281.446048,,,,
2869,3293.933399,0.952715,10671.09667,7058.840457,71218.75477,0.346839,64.760839,143.758844,209.9008,,,,
3602,2899.049111,0.952695,13651.45381,5633.105483,58763.90271,0.245428,60.755115,46.189496,151.33153,,,,
1328,424.384715,0.952574,5381.796321,5304.534876,3294.690412,0.393704,23.245288,148.218194,270.619173,,,,
68,48.043553,0.952462,928.401429,5474.489384,125.95676,0.51422,7.821186,76.306692,99.485194,,,,
419,24.021776,0.952462,2212.485164,3927.242883,44.708631,0.525763,5.530414,90.380605,239.938172,,,,
544,24.021776,0.952462,2630.055962,2709.563429,44.748423,0.574787,5.530414,27.611324,201.939242,,,,
1475,45.936379,0.952407,5985.880328,2705.371291,118.023275,0.539869,7.647746,140.653521,188.376184,,,,
1032,793.140053,0.952354,4453.897042,2077.477758,8416.996447,0.421755,31.778252,139.892714,250.623156,,,,
1721,21.914603,0.952347,6726.416149,2268.422183,39.028876,0.562351,5.282285,61.949132,110.872651,,,,
64,37.507686,0.952127,915.037445,4856.223814,87.124428,0.561076,6.910591,95.19712,201.980241,,,,
2950,75.015372,0.952127,10935.23651,6604.60779,245.53417,0.450439,9.773052,15.457622,81.865694,,,,
3098,37.507686,0.952127,11591.38608,7157.654444,86.877956,0.514082,6.910591,60.244755,162.402502,,,,
3126,540.700685,0.952118,11703.27891,5328.77455,4735.761728,0.353328,26.238169,47.025351,177.940479,,,,
1344,82.179761,0.951913,5460.682438,3910.480547,281.208153,0.373674,10.229102,148.459836,215.788311,,,,
3134,124.744663,0.951819,11720.33081,4878.225826,526.451092,0.503518,12.602771,39.561567,65.589991,,,,
3454,623.723315,0.951819,13069.78698,3264.840265,5873.82342,0.407215,28.180653,110.990545,145.232363,,,,
2874,953.706664,0.951734,10665.78012,6497.760809,11107.27892,0.383541,34.846765,52.855886,77.778186,,,,
1047,887.962855,0.951688,4483.808001,3427.487693,10004.00512,0.455048,33.624239,98.453882,294.617824,,,,
1028,29.078992,0.951686,4433.25022,5564.140597,59.448162,0.49275,6.084778,83.430763,169.800797,,,,
2222,29.078992,0.951686,8499.045743,3242.625875,59.919562,0.553884,6.084778,56.336143,169.548689,,,,
2876,29.078992,0.951686,10656.39319,5586.363251,59.412681,0.564267,6.084778,27.34929,148.519608,,,,
1217,1756.11828,0.951683,5068.254353,5039.485413,27746.95169,0.409166,47.285931,39.251677,222.541065,,,,
1803,926.734845,0.951586,7047.813961,5518.135983,10635.77424,0.443633,34.35048,167.250497,182.315811,,,,
2856,26.971819,0.951533,10584.46402,6077.856459,53.43556,0.620067,5.86017,119.261208,196.676487,,,,
2965,134.859095,0.951533,10983.43382,6226.695175,591.627274,0.444344,13.103737,47.073882,149.941465,,,,
3037,431.549105,0.951533,11339.5003,5440.501171,3388.149482,0.478588,23.440678,32.212813,121.774953,,,,
335,65.322374,0.951465,1932.58373,7089.481179,199.156809,0.471249,9.119815,59.692357,125.60214,,,,
3507,762.375322,0.951328,13234.02486,4576.348655,7936.456274,0.410184,31.155841,92.486166,191.38388,,,,
713,127.273271,0.951183,3297.097086,2828.930826,542.773213,0.493642,12.729861,101.1807,182.452544,,,,
1268,474.535441,0.951064,5204.405723,3980.104707,3896.009101,0.423346,24.580425,82.439249,122.686266,,,,
959,43.407771,0.95102,4225.550436,4130.631497,108.036559,0.510057,7.434278,32.218109,81.433773,,,,
2227,2295.133226,0.950877,8542.734014,3487.465051,41432.61853,0.401388,54.05788,98.355009,176.091036,,,,
383,538.593511,0.950789,2107.750309,3403.287037,4717.696502,0.459149,26.186992,66.605968,147.056704,,,,
3592,269.296756,0.950789,13594.14211,6907.450956,1665.736744,0.407999,18.517,140.710587,246.13156,,,,
167,3504.650736,0.950776,1420.528635,6925.124762,78160.61546,0.370184,66.800149,54.921069,94.279826,,,,
930,590.008541,0.950748,4137.189362,2830.230046,5402.38166,0.429311,27.408433,87.992202,215.615317,,,,
3011,766.168234,0.950708,11209.79707,6403.993941,7989.937688,0.287152,31.233247,40.605549,141.37787,,,,
3075,1317.826221,0.950706,11525.39972,5131.41684,18023.52968,0.340136,40.962281,69.027629,185.985901,,,,
3635,3054.137071,0.950651,13810.50966,6996.014711,63571.97408,0.358833,62.359026,88.440303,210.506045,,,,
14,178.266866,0.950609,525.44445,7426.034478,897.692725,0.438617,15.065737,78.6711,117.821469,,,,
469,1926.377888,0.950496,2362.547097,1568.769389,31833.90499,0.210369,49.52515,77.112129,139.442223,,,,
1485,44.250641,0.950427,6036.743368,3438.694095,111.135517,0.496534,7.506109,48.820867,230.519223,,,,
2568,825.590523,0.950299,9786.932963,5039.453775,8928.476507,0.236463,32.421821,95.421304,148.608827,,,,
589,1003.435955,0.950296,2824.053239,3639.886279,11984.97521,0.427766,35.743731,238.423554,316.419865,,,,
1391,538.172077,0.950153,5696.549925,4441.780557,4705.405977,0.42026,26.176745,59.825215,179.261185,,,,
